id,author,updated_time,device,spent,stars,contents,net_support,heat,score
24280784,＇＇ 杰_然不同。,2021-04-17,Vivo X21A,19977.0,1,单排就是看运气，7连败方MVP。给你的队友内心都很强大！别团，我还能单！别拆塔，我还能杀！别救我我还能在送！我相信我能1v5！游戏一直bbb，一看战绩0－5,0,0.0,2
24280652,薄荷之夏,2021-04-17,Vivo V1901T,,3,很好，就是容易遇到坑队友,0,0.0,6
24280629,炎亦无忧,2021-04-17,LG V40 ThinQ,20985.0,5,除了有的人恶心，还是一个很好的游戏,0,0.0,10
24280554,婵,2021-04-17,OPPO R17,,4,王者荣耀是挺好玩的，能多方面提升自己的技术,1,0.0010362694300518134,8
24280441,LYC,2021-04-17,,2498.0,4,还阔以吧，休闲时刻玩玩挺好,0,0.0,8
24280410,上善若水,2021-04-17,华为Mate 7高配版,,1,王者荣耀真的评分真的太低了。比香肠派对都要差！而且还是差的很多。人家虽然差不多是盗版游戏却有7.5的评价五星的都有可能比你多！才运行一年半人家也有充钱模式。也有游戏时间限制，虽然有时候网卡掉出去；但她的皮肤都差不多可以免费获得（除了一些机票皮肤！但现在有几季机票皮肤开放了能不能抽到是你的手气了。）不过太耗时间。王者荣耀？恐怕积了一年的皮肤碎片还换不到几个皮肤（到那时恐怕都觉得不香了！）。。。。,0,0.0,2
24280113,巨咸~,2021-04-17,Vivo Z1,,1,就是单纯的不喜欢,0,0.0,2
24280073,北栀,2021-04-17,Vivo V2002A,11359.0,3,好玩的，排位容易连跪啊,0,0.0,6
24279978,Jagger,2021-04-17,华为 Mate40,114462.0,5,我这时长怎么样,0,0.0,10
24279920,极乐,2021-04-17,OPPO Reno3 Pro 5G中国版,49835.0,5,排位虐我千百遍，我待王者如初恋，没啥说的从开服到现在这是唯一一个手机换了好几个，游戏缺一次没卸载的。不可否认你们认为的游戏难啊，队友菜啊。但说实话这种还是小部分叭。举报机制确实问题很大。。。。。。也确实需要改进。但是现在这个游戏我已经当成了一种朋友。虽然玩的少了，但是还是忍不住去登陆。这就是游戏的魅力叭,1,0.0010362694300518134,10
24279609,该用户已注销,2021-04-17,Vivo V2049A,,5,不明白你们为啥游戏输了就来给一星，输赢不是很正常吗？如果让你一直赢那这游戏还有啥意思了，队友菜，你很生气，你坑的时候别人也说你菜，管好自己一亩三分地就完事了，只要自己杀的过瘾，输了就输了，拿一页败方MVP截个图出去不也很牛吗！这年头像王者这么省钱的游戏还有吗？一年皮肤都有数的！一边喷王者，一边玩王者！唉！,1,0.0010362694300518134,10
24279398,不討囍,2021-04-17,vivo Y7s,40593.0,1,挺好，差一百多上国服，就让我一直匹配到演员,1,0.0010362694300518134,2
24279356,゛冷眸 Sou1ゝ,2021-04-17,,23702.0,2,第一次玩这个游戏还是五年前，弃过很多次坑，最长的一次中间360天没上线。因为有很多号，所以游戏时间不多。一开始输了就怪英雄平衡稀碎，后面觉得是自己菜。玩久了之后输赢完全看匹配，想让我赢就赢，想让我输就输。我的确是菜，最高也才星耀，一个号玩不下去了就换另外一个号。比较喜欢玩司马懿和沈梦溪这类支援英雄，胜率也还行。要说劝退的原因吧，也实在是恶心，这游戏仌真的多！一个手机游戏而已，有什么好比的，心态不行技术不行，居然还可以比贵族，我吐了。来一次全英雄免费，玩个武则天还被嘲讽，真的迷惑。这个游戏我充钱应该还不到500，的确和那些仌没得比。但是，我真的无法理解，为什么一个手机游戏能玩出优越感的。我平时主机游戏玩的比较多，cf和LOL也有涉及，switch和ps5也买了，就农药离谱。,50,0.06424870466321243,4
24279170,平凡的备胎,2021-04-17,华为Nova 4e,37673.0,4,我觉得还可以,0,0.0,8
24279085,凡人多烦事,2021-04-17,OPPO PECM30,,4,还不错，就是举报系统有点坑,0,0.0,8
18524428,时光,2021-04-17,,317.0,1,内存占那么大，一点半都用来下载皮肤特效了，做那么多皮肤就为了赚钱，TX用这些钱做个好游戏不行?,0,0.0,2
24278986,我又不乱来,2021-04-17,一加手机5,20599.0,1,都是泪,0,0.0,2
24278881,信者无爱,2021-04-17,荣耀 V30 Pro,79158.0,1,今天卸载了   玩不下去了  我玩这个游戏三年多了   觉得这个游戏越来越玩不下去   本身机制存在很大问题  举报惩罚不痛不痒   演员喷子越来越多   尤其是QQ区聚集了中国大半部分的脑残喷子  技术不行意识不行只知道看人头喷    还有部分无脑连体婴的   两人从开头到结尾没有支援没有信号就一直在一条路的   和队友没有配合没有支援  反观敌方中野联动中辅联动甚至抱团   这真的配叫做5v5公平手游？  爷笑了   还有氪金这问题   虽然说氪金自由  但是一个皮肤增加十点攻击力确实挺诱人  还有无脑小学生因为队友没皮肤骂人穷逼的也不在少数   门槛太低了什么人都能玩不管玩家是否具有操作和基本的素质  反正腾讯就是想赚钱 毕竟 小学生还有无脑狗是他们的一大市场   游戏已经变味儿了   惩罚机制不该门槛不定高点注定会失败   反正爷不玩了  祝王者荣耀早日关服！给你一颗星抬举了,36,0.04559585492227979,2
24278760,秋梨,2021-04-17,OPPO PEHM00,65634.0,1,举报挂机狗，真nm绝了，直接对局结束，连举报的机会都不给你，诶，气不气，我妈的气死了，连碰两局烂人，去你的腾讯客服举报，还只能举报一局。***王者荣耀，***玩意，怎么我v7充钱少是吗，挂机牛逼狗v8是不是，你这么护着你狗爹是吧。,1,0.0010362694300518134,2
24278640,失败尽常态,2021-04-16,小米Mi 11 Ultra,72498.0,3,玩了一年多吧，不吹不黑，给个三星。以前是LOL老玩家所以上手是完全没问题的，因为周围LOL玩家越来越少而且对象也玩所以尝试了一下，然后就开始有点上瘾了。其实这游戏要是当成是社交软件的话是完全没问题的，社交属性非常强，大部分的好的点也是在我和朋友一起玩的开心的时光。不过tx捞钱也是一如既往的强项哈哈，感觉也没花什么钱不知不觉的也v10了。休闲娱乐还是很好的。但是，但是，但是。这一切都是建立在你不在乎段位巅峰和战力的情况下的好心态。要不你之前的一切好的心情真的就不复存在了。五个赛季上了四次荣耀，上赛季上了2000（当然啦，我是积分战神，毕竟放假玩的特别特别多）就明显感觉到了大家说的匹配机制的问题，有时候可能是三连胜，甚至可能就是两连胜就开始了制裁秀。队友就很明显的疲软了，虽然是同分段但是表现出来的完全是两种水平，都不是钻石星耀的人了真没办法一打五的。。。个人不太在乎段位战力，但是毕竟谁喜欢输呢。有时候连跪了真的也是会影响心情什么的。马上高三准备退游了，走之前来评论一下。谢谢王者给我曾经带来的和朋友的快乐，但是也希望能真的真的真的（重要的事情说三遍）改进一下这个匹配机制，别让大家心寒了,3,0.0031088082901554403,6
24278551,虎牙子恒呐,2021-04-16,华为P40,50083.0,4,不说游戏，我就想谈谈玩游戏的人。首先是对又菜又爱玩的玩家，咱们可以多看看一些教学视频，你可能技术不菜，有那反应，有那技术，但是意识不是很好，咱们就多多看些意识视频嘛，不然把排位当匹配玩，真的很考验人的心态，玩个游戏而已，重点在开心，可以去匹配随便玩，排位的人是很在乎胜利的。然后是对轻言放弃的玩家，这个是我在低分段遇见最多最多的玩家，一到逆风好像就不会打，开始语言攻击队友，开始搞心态，无非就这几点原因：第一点是队友的确没那技术，或者说玩游戏有点久了有点疲。第二点是英雄强势期不同，很多还没到强势期，或者强势期过了。第三点是不会选阵容，阵容开局BP完全不会，只拿自己会的，不考虑整体阵容强度，比如你拿个功能辅配战边，上下中野全是C。其实这些都是可以改变的，最最最重要的还是心态，顺风局赢了，那就是赢了，逆风局翻盘，我才最激动，说个老实话，我真的很喜欢逆风翻盘的感觉，但到逆风，很多人（不能说一直总有人）就会投降，发语音搞心态。咱们素质稍微和谐一点嘛，不然也不会更新什么安慰语音了。最后是忠告于所有玩家，你要想清楚你为什么玩游戏，玩游戏的初衷是什么，难道是玩个游戏后脾气暴躁，气的跺脚？可能是为了上分炫耀，可能是为了得到尊敬和仰慕，说大了点甚至想要成为主播，成为职业选手，以此谋生（我不是为了谋生哈），但我想大部分的玩家多半是为了玩，为了放松，为了缓解心中的痛苦和压力，才会选择玩游戏，请给带你飞的玩家说声谢谢，请给你的队友少一点冷嘲热讽，请给菜鸟玩家多一点时间，净化游戏环境，你我都有义务与责任。说了那么多肯定还是会有喷子的吧，害。（苦笑QAQ）,17,0.019689119170984457,8
24278375,烧脑℡,2021-04-16,华为Mate 20 Pro,,1,都说一直打能上王者笑死我一直打能上青铜，从20星掉下来现在还卡在星耀五，排位30多胜率怎么玩,0,0.0,2
24278355,晚夜微雨问海棠,2021-04-16,Vivo X9s,,1,看到都在骂wzry，我就放心了哈哈哈哈哈哈哈哈哈哈哈哈哈,0,0.0,2
24278333,手机用户16694167,2021-04-16,小米Redmi K30 Pro Zoom Edition,,1,匹配机制真的垃圾,0,0.0,2
24277956,陌秋雪,2021-04-16,红米K20 Pro,56563.0,1,别人2-14举报不成功，我3-5就被举报成功，挺好的,0,0.0,2
24277886,hahayo,2021-04-16,小米Mi 10,69240.0,2,就这举报机制，迟早要完,0,0.0,4
24277786,齾讞龖虌鞿麣麠鬱爩覹獼,2021-04-16,华为荣耀Note 8,,3,内存越占越大马的,1,0.0010362694300518134,6
24277603,阴阳,2021-04-16,小米MI 8,45954.0,1,挺恶心的,0,0.0,2
24277483,阳春白雪,2021-04-16,小米MI 8 UD,7538.0,1,一星送给辣鸡匹配机制，和不肯稍微动一动大脑玩游戏的睿智,0,0.0,2
24277407,走肖,2021-04-16,小米Redmi K30 Pro,35300.0,1,我给你充钱你给我掉星***,0,0.0,2
24277329,想受,2021-04-16,华为 nova 7,28675.0,1,烦死了,0,0.0,2
24277296,刘 UMBRELLA,2021-04-16,,,1,垃圾匹配，心态崩了,0,0.0,2
24277216,可可奈奈,2021-04-16,OPPO A8,,4,挺好的呀，还可以认识到好多朋友,0,0.0,8
24277212,孤独寂寞流年,2021-04-16,OPPO R17,9840.0,1,This什么***的匹配机制呀？我从星期一一直输到现在。新赛季开始我排位就没有赢过。那都什么队友啊服了。按举报从来就没有成功过。举报我倒是一个一个准。,1,0.0010362694300518134,2
24277210,帝国桃花剑,2021-04-16,华为荣耀8X,28178.0,3,最近笔记本坏了，下个王者打发打发时间，不得不说这游戏浪费时间真的很不错，谢谢你，王者荣耀,0,0.0,6
24277168,mmorpg,2021-04-16,,23943.0,1,有时候匹配的队友就离谱，不想多说，一星奉上。,0,0.0,2
24277125,情绪,2021-04-16,OPPO A8,24158.0,4,还是不错吧，我不算很喜欢 嗯 就是那种非常喜欢这种人 就上学的时候我特别喜欢你 放假打几盘游戏就会把我打暴躁起来 不是遇到坑队友 就是遇到骂人的队友 好队友 匹配到我的可能性为20% 再高点好不好让我匹配到百分之百 被游戏操控的情绪真的特别不好 这盘输了 然后就会把上盘的暴躁带到下一盘去 快！让我狗上王者吧！！,2,0.002072538860103627,8
24277058,  雨落倾城  ,2021-04-16,华为HONOR 20,,1,真的无语   有时候明明好好的，队友就开始送，送完又怪这队友那队友  有时候真的遇到无脑送的  举报又不得先  心态爆炸,0,0.0,2
24277012,赫影,2021-04-16,华为Nova 3e,102549.0,2,求求王者，做个人吧。你是个内存黑洞吗？12G的内存都被你们吸了。隔壁英雄联盟的手游都比你们好。一星给情怀二星给那些好看的皮肤。,1,0.0010362694300518134,4
24276865,天天,2021-04-16,三星Galaxy S10,44235.0,5,让人又爱又恨，每次队友坑到我，还是爱玩,0,0.0,10
24276703,慕斯,2021-04-16,Vivo V1962A,7250.0,5,玩了这么长时间了，一直在玩儿，挺好玩儿的。和朋友一起组队很开心。大力推广王者荣耀。不是一个人的胜利，而是团队的胜利。王者荣耀是一个团结的游戏，挺好，奥利给,0,0.0,10
24276702,伊丽傻白,2021-04-16,Nubia NX651J,76924.0,4,没冲过，四年了，我英雄池还没满，猴子诸葛还躺商店里，一个星期5500金币封顶，就为让人拿点券买英雄，恶心不恶心啊？,0,0.0,8
24276645,岐岐,2021-04-16,OPPO A5,2771.0,4,游戏很好 刚开始玩 还是很期待它会越来越好,0,0.0,8
24276564,小涵,2021-04-16,,15128.0,4,这游戏还是蛮好玩的  只不过个人感觉氪金有些严重   玩了好久了 从S3赛季玩到现在   感觉游戏做到这样也是蛮好哒,0,0.0,8
10519121,李世民同志,2021-04-16,VIVO IQOO Z1,38664.0,1,对于一个强迫症患者来说，每次登录都有一大堆红点要点。。,1,0.0010362694300518134,2
24276335,/,2021-04-16,小米6,816.0,5,不错,0,0.0,10
24276278,无罐奶糖,2021-04-16,Vivo V1936A,,5,好玩很适合打发时间,0,0.0,10
24276196,Embers,2021-04-16,华为P20,8641.0,5,听说gff走了 我回来了,0,0.0,10
24275876,手机用户71348630,2021-04-16,华为AKA-AL10,,1,排位赛匹配到的队友是真的,0,0.0,2
24275788,婷婷,2021-04-16,Vivo V1901K,5903.0,5,好玩,0,0.0,10
24274995,核桃,2021-04-16,小米Redmi K40,415.0,5,原批，老说我是农批。不给个五星我都对不起这称呼。我是大学时候玩得多，现在几乎不会自己玩，也就平时同学聚会开黑玩玩。,0,0.0,10
24274976,圐圙,2021-04-16,华为荣耀9X,,5,王王者快五年了，现在王者质量真的越来越差，动不动就连胜，连跪，不知道系统怎么回事，有时候会给你意想不到的队友特别坑，有时候是大神，想输都难，这个机制能不能改一下,0,0.0,10
24274812,苏苏,2021-04-16,Vivo V1916A,,4,还行吧，体验感还可以，就是我自己技术不太好,0,0.0,8
24274707,Ckd1,2021-04-16,华为P20,42428.0,1,垃圾游戏，匹配机制能强行把段位比你低很多，水平差很多的人当你队友破坏你的游戏体验。玩得多就分配不怎么玩的人，玩的好匹配菜的，简直恶心到极致。,1,0.0010362694300518134,2
24274688,曜曜公主最萌,2021-04-16,华为Nova 4e,18532.0,3,希望能多安排人工客服，能加强封号力度,0,0.0,6
24274017,沐汐瞳,2021-04-16,小米MIX 3,,2,优化一下吧，玩个日之塔进个炮台就直接掉线，重进强制重连，还是无限掉线，真服了,0,0.0,4
24273907,言青,2021-04-16,,6224.0,5,王者荣耀这款游戏我还是很喜欢的，我觉得是无聊时的消遣，同时还可以发展智力开拓脑力，想要玩的好就必须要有一定的能力，哈哈虽然我没有，因为我只是把它当作无聊时来打发时间，整体来说这款游戏还是挺不错的，身边的人都喜欢玩,0,0.0,10
24273759,jmy,2021-04-16,小米Redmi S2,,5,进去了开一把他就直接退了，还扣我信誉积分，希望能修复一下，谢谢,0,0.0,10
24273685,小敢敢不憨′,2021-04-16,Realme X7 5G,16941.0,4,出皮肤的速度真是越来越快了，质量又跟不上，还有能不能少给猴子来那么多衣服了，衣柜装的下？看看无皮村村长吧，可怜的孩子,1,0.0010362694300518134,8
24273631,林逸,2021-04-16,Vivo V2020CA,,4,还不错，超喜欢马子，正在练,0,0.0,8
24273430,墨衣过忘川,2021-04-16,,,5,游戏感挺好的，以前没怎么解触过这类游戏，第一次玩还不错满分。,-1,0.0010362694300518134,10
24273409,撸阿撸,2021-04-16,,22471.0,3,机制太坑人 素质太差 选瑶就演？选百里就演？还没开玩就演？逆风一点怪这个怪那个 怎么比不过对方中路 好意思说 是谁送那么多人头让他经济起来的 求你了 把这个机制改一改吧,1,0.0010362694300518134,6
24272957,梦醒时分,2021-04-16,OPPO A3中国版,51487.0,4,挺好的，适合朋友一起玩，本人零氪，氪金方面不评价，不过饭圈文化有点重。竞技游戏，又输就有赢，匹配也就那回事，输赢无所谓的，赢了又不能当饭吃，无所谓了,2,0.002072538860103627,8
24272846,大煲六,2021-04-16,华为nova,,5,很好玩，6666666,0,0.0,10
24272847,虫飞儿,2021-04-16,华为nova,,5,很好玩，6666666,0,0.0,10
24272545,嘿嘿,2021-04-16,Vivo X21A,9622.0,4,这个游戏也是我玩的最久的一个了，游戏时长的话之前没下tap所以没有统计，然后下了Tap的时候，我已经属于半退游了，所以时长比较短，但是这个游戏是我玩的最长的一个了，初中的时候手机不好带不动，人又菜，所以玩了没一周就卸载了，所以严格来说算是在初中毕业之后开始玩的，现在的话高中也毕业了，玩了也三四年了，早已没有了最初的干劲，现在的话每天连上线做日常都不想去，基本就是有人叫的话才会有可能玩一下，没人叫就基本不上线，钱的话也没充太多，也就1000+当初刚玩的一年，哪怕自己像个孤儿玩家一样，没有人一起玩，人又菜，但还是充满干劲，每天都会上线日常每日必过，出什么新活动，一定有我的身影，每日分享的10个钻石都要精打细算，现在的话，英雄除了武则天也都有了，皮肤的话也有了，一百几十来个，朋友里玩王者的也不少，也没有未成年的时间限制，但是在线的时间却越来越短了,1,0.0010362694300518134,8
24271671,醉拳 甘奶迪,2021-04-16,Vivo IQOO Neo3,14965.0,1,王者荣耀的匹配机制就是个笑话,0,0.0,2
24271669,一场春秋,2021-04-16,,,1,王者荣耀真的拉跨，我后悔买了吕布的天魔皮肤后面买了虞姬，我不是霸王还诸葛亮的皮肤小钱，我本来可以好好吃一顿的为什么要花钱买痛苦如何能重来我等联盟手游,2,0.002072538860103627,2
24271543,CorDayling,2021-04-16,小米Redmi K30 Pro Zoom Edition,,3,我兰陵王前期1打5，后期居然也能输，这游戏简直就是1打9，根本不可能赢,1,0.0010362694300518134,6
24271500,路过......,2021-04-16,红米Note 8 Pro,,1,好好的游戏硬生生做成游戏大厅,0,0.0,2
24271404,。,2021-04-16,荣耀30 ,,3,还可以，,0,0.0,6
24271125,可乐,2021-04-16,,1495.0,1,今天又卸载了.十几把排位一星没动.我直呼内行.,0,0.0,2
24270801,,2021-04-16,荣耀 Play3,,1,求王者弄个用户举报吧。举报头像和名字有用吗？举报战绩有用吗？那些演员扣完分一样继续演。最无语的是他们在组队里骂你，你只能听着，连个举报都不可能。被两个演员演了还拉进组队骂我，你们懂他们口中一口一个biaozi一口一个sao  bi那种辱骂吗？不在游戏中你还举报不了他，先是骂我biaozi、sao  bi，然后骂我爸妈。我真的对王者失望透了，封不了他们的号，还举报不了。一个十几岁的女孩子被两个大男的骂了半个小时，可笑的是我根本没有错。我努力带飞，那两个演员就死命演。最后打完就把我拉进组队拼命骂。。。,57,0.06321243523316063,2
24270426, 像鱼,2021-04-16,华为荣耀20S,2224.0,3,整体挺好的，就是要适应的东西有点多，新手在抱怨，老手在适应,0,0.002072538860103627,6
24270329,时,2021-04-16,华为HONOR 20,20397.0,1,笑死，排位匹配到的什么***队友，举报还不成功？给整笑了,0,0.0,2
24269770,きん もく けん,2021-04-16,小米Redmi K30 5G,1518.0,3,次都我我看下卡我看小说,0,0.0,6
24269345,旒离,2021-04-16,华为Honor 9,18948.0,1,垃圾游戏，这匹配机制跟个什么一样，队友坑的跟个什么一样，还举报不了,0,0.0,2
24269211,空,2021-04-16,小米MI 8,41410.0,1,匹配机制纯属扯淡，举报机制就废纸，别开杠，杠就是你对至于一星，是因为只能打一星,0,0.0,2
24269157,永远的梦,2021-04-16,Vivo Y85A,59899.0,3,还行吧，这游戏玩了也有两年了，个人感觉，和朋友一起玩挺快乐的，就是单排时匹配机制恶心，且一到晋级赛时队友抗的一批！！！,1,0.0010362694300518134,6
24210191,延迟丶,2021-04-16,荣耀9X Pro,3221.0,4,玩了3年了，刚开始是和室友同学一起玩一玩。 后来上班后身边的人都不怎么玩了，这游戏还在我的手机里面，时不时的拿出来逛逛，排位呢，排位队友,1,0.0010362694300518134,8
24268694,玖笙,2021-04-16,Vivo V1938CT,,5,刺激，玩了4年了，还是很好玩，玩这游戏还认识了不少朋友,1,0.0010362694300518134,10
24268528,沐柒 .,2021-04-16,Vivo V2034A,5008.0,3,游戏还好，只是太占内存了，每次更新都要占内存,0,0.0,6
24267925,苏酥,2021-04-16,华为SEA-AL10,,3,无语死了，打个日之塔一直闪退，进去就加载，快加好就闪退我是进也进不去，出也出不来，无语死了,0,0.0,6
24267864,一只木东,2021-04-16,vivo X27,,1,垃圾匹配机制,0,0.0,2
24267760,孟寇二米四,2021-04-16,华为荣耀20S,21736.0,3,这游戏只适合无聊的时候和朋友一起玩！不带任何功利心那种，也不要赌气，否则被气到吐血！！！,0,0.0,6
24267749,User1552467,2021-04-16,小米MI 9,,3,5V5真的太公平啦真好玩哈哈真不错,0,0.0,6
24267512,清染,2021-04-16,华为Nova 4,,5,挺好玩的,0,0.0,10
24266891,情绪怪物,2021-04-16,Vivo V1924A,83357.0,1,机制真的有问题，把把孤儿局，我那么多钱充值了有啥用,0,0.0,2
24266770,hayeh,2021-04-16,iPhone 11,,1,一点都没有s3好玩现在送个人头就不能打排位，越改越垃圾呕,0,0.0,2
24266683,三好学生于大娘,2021-04-16,Blackshark MBU-A0,16567.0,3,打发空闲时间玩玩还不错,0,0.0,6
24266390,是璇璇咋,2021-04-16,Vivo V1938CT,29385.0,4,我就想知道 新赛季更新以后 我的头像为啥没了  枯了有头像 诶我就是不显示 诶 就是玩,0,0.0,8
24265965,牧牧,2021-04-16,华为荣耀20Pro,,1,究极折磨,0,0.0,2
24265720,观海云远,2021-04-16,,,2,游戏注销功能是搞笑的吗，冷静期过了还能在我的服务器里面看到玩过的区，还能在微信游戏里面查到账号并领取礼包，重新登录注销的区只提示账号已注销但又不能进入。。。天美逼死强迫症啊啊啊！！！,0,0.0,4
24265682,懒惰,2021-04-16,华为nova青春版,,5,玩了好多年了，游戏一开始出来就在玩了，不爱玩游戏的，但是这个游戏好玩啊,0,0.0,10
24265675,好好起名字会让朋友记住你,2021-04-16,,65.0,2,老玩家回归表示有点拉,0,0.0,4
24265645,渊笌,2021-04-16,锤子坚果Pro 2,68934.0,2,玩了1000多天了，五年荣耀玩家的称号也有。说一下游戏感受，首先是匹配机制，现在匹配机制其实还算好点了，至少炸鱼这个被小小的制裁了一下，而且会根据实力开始调配，就是位置重合这个能不能改改，不然每次老是没打野，匹配也就算了，排位也这样，你是鼓励我排位练英雄吗？强的弱的不说了，我菜不配赢。然后就是表情包啥的，真的很无语啊，有和没有似的，还不如那个呵呵，打的不错哟，色调基本和地图融为一体。然后是游戏内搞心态，挂机，恶意出装，骚扰野区，故意蹭线，骂人什么的，举报系统能不能给点力啊，经常举报不成功，真的是气自己。话说那个鹰眼护卫队能不能快点上线啊，惩罚力度大一点好吗？现在游戏环境这么差，一部分原因就是惩罚力度小，就扣扣信誉分，能有啥效果？皮肤吃像有点难看，但是gff走了又有新希望了，就这样吧。,18,0.03316062176165803,4
24265475,木长弓井。,2021-04-16,,64021.0,1,真的不好,0,0.0,2
24265462,清风明月,2021-04-16,Vivo S1,48425.0,3,这游戏玩了几年了，也充了很多钱还是比较喜欢的，但为什么身边好多人都不玩了？没人一起玩感觉没意思。,1,0.0010362694300518134,6
12751803,时倾,2021-04-16,Redmi K30 Ultra,15801.0,3,骂人的太多了,0,0.0,6
10739601,梦毁人殇っ,2021-04-16,小米Mi 10 Pro,16477.0,5,你们这些喷王者队友坑什么的心态放平。段位而已。看他们为了一个段位在那里互掐。不觉得好搞笑嘛。emmm本人也就狮心王皮肤的时候开始玩S2赛季铂金，S3到现在S13赛季全部王者包括现在打多了高端局你会发现坑的队友并没有多少只是心态问题。没说多少就这样吧芳芳,3,0.0031088082901554403,10
24265267,墨劫羽,2021-04-16,Vivo X21A,,2,隔壁扒鸡要是游戏优化好的话我觉得还真不一定搞不过wz，wz我也冲了不少钱，将近3000多，到现在是越来越对这个游戏不感兴趣了，就是游戏性质不一样，环境不一样，扒鸡基本很少见到骂人的，当然也有人少的原因，但游戏环境确实好，对抗性也很不错，对比于wz它团战流程更加完整，有完整的对线期，节奏较慢，我个人比较喜欢这种，但wz它基本就是打一套就跑，团战也是转瞬即逝节奏随着版本也是越来越快，基本一个失误就全局被压着打，再说公平性，皮肤加成这东西就不应该有，铭文还好说，皮肤加成这玩意ch给你算的死死的看上去10点不多，一套技能下来就是差那十点攻击力加成的伤害，还有皮肤是真的越做越不走心,2,0.002072538860103627,4
24264470,朱恩秀,2021-04-16,Vivo X5M,,5,好好玩,0,0.0,10
24264468,Leo星辰,2021-04-16,华为 nova 7,120001.0,4,2000小时打卡,0,0.0,8
22786730,春渔冬猎,2021-04-16,Vivo IQOO Neo3,44981.0,1,垃圾游戏，耗我时间，伤我身体，影响我心情，骗我氪金。玩了这个游戏心情就没好过。,1,0.0010362694300518134,2
24264329,淸白,2021-04-16,华为TEL-AN00,4204.0,1,铭文系统  匹配机制  充满了不友好  萌新带着10级铭文去打 老玩家150的吗  所以 没有丝毫游戏体验,1,0.0010362694300518134,2
24263748,梵高先生,2021-04-16,Vivo iQOO,55539.0,5,打LOL之余的，玩不了电脑时的替代，娱乐打打,0,0.0,10
24263309,Lily,2021-04-16,红米Note 8 Pro,57153.0,1,随着时间推移 对这游戏的热情也没了 再见,1,0.0010362694300518134,2
24263285,手机用户54110050,2021-04-16,华为HONOR 20,19845.0,1,微信区20天单排上了王者，游戏真的各个方面都不错，语音输入很方便我问候队友的家人，开麦也促进了我与队友的密切交流，建议加入真人互殴模式，一拳一个瑶瑶公主，一拳一个小可爱,1,0.0010362694300518134,2
10824034,小懒,2021-04-16,Vivo V1955A,7757.0,3,不想多说,0,0.0,6
24262989,倾風,2021-04-16,Vivo IQOO Neo3,5955.0,3,匹配机制挺绝的,0,0.0,6
24262779,哦嘈 一脸慒,2021-04-16,Android,,4,悲哀啊，大晚上的只为更新游戏而奋斗！,0,0.0,8
24262700,◤青春◢迷茫♂,2021-04-16,华为Honor 10,2.0,1,一点情怀都没有,0,0.0,2
24262688,',2021-04-16,Vivo V1901K,,2,匹配机制是不是有些问题啊 不充钱就打不过 这叫游戏吗？感受不到游戏体验 整局都在爆粗口 有的时候举报还不成功,0,0.0,4
24262473,苦心孤E,2021-04-15,,,1,已卸载，这游戏怎么说呢，不小的一部分玩家似乎在家里孤立无援，硬抢位置，提前不预选不沟通，别人选了还硬抢，进了游戏不是养大爹就是故意搞心态。也不知道为什么会有人喜欢当老鼠屎，还沾沾自喜，骄傲的拍着胸脯说我是老鼠屎。巨婴病，觉得全世界都欠自己的，自己死了就开始怪别人，说别人菜，可是给他看自己的操作回放估计能吃八碗饭，可偏偏这些垃圾，你举报他就成功不了，他K几个头，抢你的线，吃你的野，经济比你都好，你们打团它就回城她就野区散步它就看着你们一个个死。然后打字说你抢位置搞心态，它就也搞你心态。可是它不预选，不点帮抢，但你占了它的位置就有错。有时候我都会怀疑自己是不是抢了他家祖宗的灵位。,0,0.0,2
24262448,⊙,2021-04-15,华为 Mate 30 5G,12681.0,1,天 美 ，去吧,1,0.0010362694300518134,2
24262324,小格格公主,2021-04-15,华为P20Pro,,5,好玩英雄有多,1,0.0010362694300518134,10
24262160,小杰,2021-04-15,iPhone XR,,3,还不错这个游戏,0,0.0,6
24262230,做我的神明№,2021-04-15,小米M2007J22C,,1,我服了，呀，把把输mvp,0,0.0,2
24262176,芜湖起飞,2021-04-15,Redmi K30 Ultra,50321.0,5,怎么来说呢？这款游戏承载了我太多的泪有时候一赢就是十几连胜，一输就是十几连跪，像人生一样大起大落，但是我也在里面学会了很多，像狂铁啊什么之类的都教育我们要努力最后就希望官方能把匹配机制改一改,0,0.0,10
24106602,SGBR.,2021-04-15,,128.0,3,写在最前：民国三年等不到一场雨王者荣耀大厅等不到一句我带你从初中玩到现在，不得不说真的伴随了很多美好的回忆吧。当初玩这个的时候是跟朋友们一起玩的。就算熬夜一起开黑也很开心。当时的玩的人不是特别多吧，初中当时的氛围还不错。现在王者荣耀成为一个比较流行的游戏。人多了也有一些方面也很不好。当然同时也因为玩的人多了，他有发展了他的建模什么的。还有美术相关的整个画面也很好看。而且在很多细节的方面也做的很不错。不过我终究是长大了。当初一起玩的人也都散了。记得，上一赛季自己一个人孤狼排到王者。最后真的觉得没有意思。所以这就是我最后的祭奠叭。祭奠所有逝去的一切。但也同时很感谢这个游戏保留了我很多美好的回忆。好了，总体而言，游戏的很多方面匹配机制。然后相关的举报机制相关。真的很需要完善，有一些队友挂机和划水。是很多机器检测不足建议适当的加入一些人工检测。从而使各位得到更好的游戏体验。手动艾特官方。希望能够不断改进。同时也希望游戏能越来越好。,5,0.0051813471502590676,6
